path,size_bytes,sha256,disposition,reason,overwrite_allowed
reports/stage3/panel_manifest.json,4148,55a01c73ddf384e6c36409008a15367fdfd162f9b13998a0e956449b3272b3a7,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage3/reproducibility_check.json,392,a0ec0ec19ccc58ab9eceb8ff373f2e25f88989ca1fdf6d1031dc5593ccbe5955,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/candidate_manifest.json,522,235cc5e168b959d39870bfd778f9e26d4dc66303fec37e2cc0e7ed5379622c07,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/candidate_report.md,2263,e78d7857a11da05750bdf37acf942d8729dbeb1402ddfd0040ecb8d7572edfc0,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/fold_summary.csv,525,a7b77745c372ed5fec42776c17629227472b9cf1b1c7a72263f9c617da882ca8,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/persistent_target_by_fold.csv,3452,d53bf012a3f77e4a5ae36d733478ca702373a6a227684edfd9f67365dfac4188,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/persistent_target_manifest.json,487,388ddf937e9b0ecf63a67a119b6dc30a996dbd195b0a2052aa10fcda79c9b5a9,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/persistent_target_report.md,1821,5f20891e18e45f4de03221d482d7571cb55747b9b2478b1929dc5b4244b24557,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/persistent_target_sensitivity.csv,1360,aaa5a6f4ec9d4b79ee79cced7d27e63eb5c6b292b90a1e848588b37aa75ad14f,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/stage4_manifest.json,10957,ae69fd3c985654edf395095a0b3d17f9fda1f8ce9155b133adf15f27646adb15,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/target_candidate_by_industry.csv,22689,d76b6a34c1e51d8721e3fbe4e010a3e478f37a1a33146bd0813247e48dc8c2bf,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/target_candidate_by_year.csv,1278,b7af381b9aed000292470afebe053e5f100016054b4b33e427f5a6efe043fe43,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/target_candidate_summary.csv,518,a9b976a21521086c853b34d546c3f4430d52999d49ae4958e7226fcee2344584,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/target_definition.md,1463,66fefe506f5430e73be88bf7048856c7d259947f8eb4fd3fd930a83f44ef43b6,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/threshold_sensitivity.csv,1822,465ab006331ce4832ae937c1a61f7dbaca4d435b7a2d04e7894a189cc7c1ec3d,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/threshold_sensitivity_by_year.csv,962,ec6992dc170f7257865dbb615bbadf5d23fadb40c9784f477651bef7a0f85c84,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/threshold_sensitivity_manifest.json,410,58d4bf102e99bb4d1db5a2f62db2263cbce4685c37ae3c09bbb431f293e8cb19,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/threshold_sensitivity_report.md,1388,4742b1c9c15e1d733d53da3ddfdd47af60f2c95ab8fa6ccf512aca580f8da709,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage4/time_split_comparison.csv,1318,e5483a6097679964fa5eaad4ca686a18e06bfcb698742cb1ba796179ce3ddbe7,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage45/categorical_target_relationships.csv,956634,84a929bcf9f0df16c3b05fb93482f3165d0c9cddaec40e508d2ff92b70e77da6,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage45/derived_feature_definitions.md,22028,f43b37d4f3160deb96fa654bd7481bb80067c8c553f948e8180df13e8e169b56,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage45/drift_summary.csv,282622,a64bb23117bb28657508666564e4479832762166f2efcb27f6ab08c689df05ca,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage45/eda_summary.md,7034,8ab37d1383987b8622a7c727efc76a415d68795fe557045a0570f2b5fe690207,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage45/feature_contract.md,45245,84af193e4f686894b410891a228aa22258bd4119661d0c21efc97716f2e3c357,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage45/feature_profile.csv,91734,8eda97fda17afbb094ceafba8734645d25fc7f744eceeb087a36ce0790fbd7c0,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage45/feature_relationships.csv,267946,f884f1e6920d2cda6b8c63491bfb92ea60af1be8a09b9e980e25a2b4e401bfc6,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage45/numeric_target_relationships.csv,194841,3da9e3be09377952780a7971fb33f6dea54e121afe2ebc1a768a5efaae96e2c3,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage45/stage45_manifest.json,1615,106ab2adc2bf2227865d854fb64958f7fc11bb6773e48f0dbbba893191cc0191,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/artifacts/stage5_lightgbm_trial10.joblib,2831569,0c87f8a568700ed72614f9b3732fc38f5e39678695d9cd188275e4f1638e9736,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/artifacts/stage5_lightgbm_trial10_metadata.json,1009,f608da99c5f02eb6ac92ef1c637a0d5d4f05cd55c6ac362161ff01dc4910794b,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/candidate_review.md,3797,641d3c5c612a8e009bf81262de87012593a87d74d1c8515c2bed570dfdd2fedd,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints/dummy_prior__fold1.json,715,b175a7077cb99aa5baf3d53ce76a087d747a953b333683176197fada60675462,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints/dummy_prior__fold1.parquet,64119,7bdbd701ea10900476ca0efa707c56a09b419568b015c38a511be9a991b415e8,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints/logistic_l1__fold1.json,176,a9232b40b612f7ceb73cef2b9b1492172930b056579483a597d0ff60d97c18c3,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints/logistic_l1__fold1.parquet,169892,05caa40f5a7f82734844747407eb8936ab6e27e4200b31bd5c60e8558d4bed3b,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints/logistic_l2__fold1.json,792,108690c4e62181d7f2a8ee4461f6eeab012d3e1a29df955b75cb6fab2b1eba85,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints/logistic_l2__fold1.parquet,169998,927f1fb414452ebe1aa5519f14519a9d189090cf4600cf54bbde0aaa0f11564f,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__common_baseline__fold1.json,964,0531793ad0eebe350a529d39ea4be0888aca11a357ef20c724e0dd08ecaa4a66,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__common_baseline__fold1.parquet,176315,dec2c8576b8e63eacc1d4b7d8d90626569260637d21e0a18250dd3eca1fe2d8b,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__common_baseline__fold2.json,962,401e68743621596beb4ca591b30f8470361552034feb0292acaa9947fee31a1a,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__common_baseline__fold2.parquet,176230,07c326071b9172f8d154a4b12819fd6bace7a9db5bc0031ca8e77cfc12d26f7e,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__common_baseline__fold3.json,960,abf718866a5d784995008c8efe79845f52018fca3ec752b4b0dfc10b338b5c59,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__common_baseline__fold3.parquet,175692,ed6ecc752ca94534721f3c6e02a1f62aaf015537b594a13e8ff08aee9aadcc9b,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__common_baseline__fold4.json,963,f24fde142049a89257e0fab505017f914104a0f94b1ead11ba8e6ffd0cb0cbb5,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__common_baseline__fold4.parquet,174831,dc5cd9d4c34e2ff2b6035971b0c347e2ef01ddf338848cd52ebb48b6aab08be3,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_floating_population_raw_components__fold1.json,1052,40473c984a37362fbf3ca6b5f022d261480fe213ec78095cf7cfd0f416d5fea5,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_floating_population_raw_components__fold1.parquet,176678,cfc8505947ad1068718b249da176ef8fe013b2ae2f20fcd181f74fe2283de7ab,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_floating_population_raw_components__fold2.json,1054,43c4b23158ef41f4eab2a1c0089556076c6acc775d798e0a3c1bb90d9da65738,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_floating_population_raw_components__fold2.parquet,176587,e02934f2ddfb7c5eb0dc3f84bdf7fe39a06d929f99cdfbf5e9318da98adc9946,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_floating_population_raw_components__fold3.json,1053,78ff6bffed44ad9bed8f4ffa4275143a9c1d2f7579a65dc94f5e48dc73d77de6,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_floating_population_raw_components__fold3.parquet,176044,5e4eb864a0a47f18e877cec0436720ac6496e5563defe6c44d9e27925ab071ee,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_floating_population_raw_components__fold4.json,1052,bc1174af1166e7a5c7472a74521a801095be2dc2cb7d8ab97220719d6fef21a2,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_floating_population_raw_components__fold4.parquet,175304,1ae76b99b8ac001ec180bde036689134f7c5a55624bb2f552f8611a9b5bcbdc8,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_resident_population_raw_components__fold1.json,1051,a11e44570660ef088c08f6b9f68c522cd50763fb7fa7c948ab04184423af5e71,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_resident_population_raw_components__fold1.parquet,176720,a1dfb61e14ff5638254d68a22df6d5215f6260acfefc93166e4f4d14a93354b5,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_resident_population_raw_components__fold2.json,1054,416ac96d45572af13ac7934810fa4395ae5e4bb8e3cc66744b30397bc1b139f8,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_resident_population_raw_components__fold2.parquet,176045,97e4a41d579b14e2ae7d366ca4f56a3f93d89e5312e3ce015f248fbb31d3e5da,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_resident_population_raw_components__fold3.json,1057,8bfeda966f8fc7da066d802dd0761828612c1b78c1d412e77fa58c743269bc98,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_resident_population_raw_components__fold3.parquet,175578,c92b0e71acb342d4cef4b6d48b7b61f4206a0500fa7dfb66cb4c5b4bc96f56bb,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_resident_population_raw_components__fold4.json,1051,13e2b86a973a54125e9f4a52ddc102db4f607383cf367d879883e0f3a7b1286e,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_resident_population_raw_components__fold4.parquet,175290,0f99a700cd56210f8701f808fd47285d69be8ff2dc18de53f020f2a7ca83b897,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_sales_amount_raw_components__fold1.json,1018,137d7bfbcb78224b677d2bafcb924f5b6cb244692baa47253f0d8a5d655fb196,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_sales_amount_raw_components__fold1.parquet,176684,3ed406911ba37e478399145159b15bf526170be7e9a67f276b2d80adc5cb8919,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_sales_amount_raw_components__fold2.json,1036,e62de61bd3e7f8d82465d5c09f0e05623d0e26db96740d538b61eb6ba14ecf19,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_sales_amount_raw_components__fold2.parquet,175854,f47f1f59ab1413ae48bec7cf38bd6619d8ae062f705630cbfafd9254a40771d9,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_sales_amount_raw_components__fold3.json,1031,51075bc6eaea00f2f997710f9361df95843536edd69a98fef073dbc7464f790b,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_sales_amount_raw_components__fold3.parquet,176015,034d9686d62f79ebbee134acce5c0c11d9832bdb849433b5bdba7f2a20b95996,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_sales_amount_raw_components__fold4.json,1032,78029ac3eb02550a23858ef3e595594b53d97f7d1d63bfec76428a463fe2b7ce,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_sales_amount_raw_components__fold4.parquet,174240,634507157add044df22d7308ac176028c96ab94d65d30866ab6e1c159ef1bb8c,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_transaction_count_raw_components__fold1.json,1047,afc55010c7d93b4fad793391d62da6a1f248b2a3b230f404420bcc5fd87b6de5,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_transaction_count_raw_components__fold1.parquet,176703,a535d2d8ebe740daca472594db35aee6b904c55f224f2de1f2b9fc2345ce1661,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_transaction_count_raw_components__fold2.json,1049,90e5b974ecba3911d2a5b968cb293bd54b0013947f7bece6a2f4fd21d1b8d2df,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_transaction_count_raw_components__fold2.parquet,176660,2e0b5c0f31cd82ec2a88b2dffb4d7ce826c91f2fe7968ae9eb9ca95f0adf4745,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_transaction_count_raw_components__fold3.json,1047,36790fb2d6cd76f677a964da5637a41ae1a796b6685dd0cdba0d32c5123e0158,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_transaction_count_raw_components__fold3.parquet,176159,f8ea75c16ba957b286b8596cf855c3feeaf49fc8f3e0364385f815aef32af57c,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_transaction_count_raw_components__fold4.json,1047,878d8750c3c4387a66c186b2fe9efdb8abe2b82498585ad4d114a8c2070a5f2a,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_transaction_count_raw_components__fold4.parquet,174684,6d9d800ef696833d260aa5cb07e450907c09cd1fee4d10e8f30216a78d894220,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_worker_population_raw_components__fold1.json,1045,30e5d71c4c114bdb3c45712838427915e769353aa8c8cf25dc5d2465e8ba95dc,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_worker_population_raw_components__fold1.parquet,175987,275cf86c0c305889d66a652d1e2de9bdf9f880f1dc46cc1326f193fec2adb05e,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_worker_population_raw_components__fold2.json,1052,f7515ca063e06b9ef11d3e03f0c9c1aa68c406dcb9d62485c93c54da46fb32ac,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_worker_population_raw_components__fold2.parquet,176667,b9dd5b5041089da4fc5895397f9349bd2bf245972dad93ba3ef62e8efde3b883,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_worker_population_raw_components__fold3.json,1048,a44d427cd260715c51ceb1e85147c95e7f86687edad04f5037e11084c0a456ea,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_worker_population_raw_components__fold3.parquet,176091,4c0b952be0dc216859c59b5f30b562e7ad44180c54f63c2c32987a289fdfb53f,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_worker_population_raw_components__fold4.json,1047,7154a107cb6df54a4ed39b36309d0ec24e8de65bc01fb1f7ad3842f6a79d62f4,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/catboost__tree_plus_worker_population_raw_components__fold4.parquet,175185,51401caa344709b7e3719e7c9ca16894b9812be3eefa0b062fa1bc17ee52a62b,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/dummy_prior__prior__fold1.json,826,49c6d2da2516e0eccce43c99e26a175ffadfb9d0d93921fcbde3e7f07d621bf7,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/dummy_prior__prior__fold1.parquet,65426,f6572e34cc7ea5a19cc58f72c9ce4ff66e1f173c8a4cbd82e34e3e45502f5160,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/dummy_prior__prior__fold2.json,826,7a6c960b1de13f1b6573510609d47c74b640414225607215a2b5dae1c6ae62b8,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/dummy_prior__prior__fold2.parquet,65271,48dfee31421d5fa64ab6c35a8975acbe8cd8a9517d739a06ed816e9649652987,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/dummy_prior__prior__fold3.json,823,2bede5a7fb53a39dd1e7e04cf2beae4e00f5421c4e428bc8801ba83e29737f7b,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/dummy_prior__prior__fold3.parquet,65153,1a388c56524159b74e3ff73b42141ae41fbe1c1589620273452437e76639d02d,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/dummy_prior__prior__fold4.json,825,f13b12ba8d696f0e1d3029590e34f82d4507e923a6c653843cfe803855095d1b,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/dummy_prior__prior__fold4.parquet,64804,e094f76036ff1eb3b1f134e7a99901aa0306fef31fe4e5ef177ab7096d046c17,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__common_baseline__fold1.json,874,3d20d6f659dab759772a2a5af5d0371a2e053435ad7ee7e34caa99be0d03f49e,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__common_baseline__fold1.parquet,171806,d7cbe179a3deeba0902079a94cc2bae32ed2ff3a4c09dca46581d279cc7f5c47,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__common_baseline__fold2.json,875,b0e383f5cd3892bccc3f43053aac66d956b52b55b6a6fe477a7025b450560302,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__common_baseline__fold2.parquet,171474,b3221910a68ef13d1b755ae08835504681f890564feb139729bf204a46423f50,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__common_baseline__fold3.json,874,fce7d3dc74721dc15499c35ab88c6e3418c77cc8ead9513f292e91ca3c5ec40c,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__common_baseline__fold3.parquet,170725,a282f6c4f5d33aa8a04207c0d8ea4dd5f8f8e3d89a2e1953e006a4c148b96bd5,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__common_baseline__fold4.json,873,f69db606c0f0a5fef45c9ce2910afe236b9a9fb47077b854ed956bf09ae8c509,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__common_baseline__fold4.parquet,170027,731d57b0adfc61fd1399614791ffd690b7877aead80aaf6187458c099009ce1d,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__tree_plus_floating_population_raw_components__fold1.json,963,7a05d62d9a91de4dcd1047206319e706271209244124c8820333b8875fd8b379,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__tree_plus_floating_population_raw_components__fold1.parquet,172285,13f174260b96794b3bae00a2e4121bf33adb8d1f1d66114a3e2b538483cf794a,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__tree_plus_floating_population_raw_components__fold2.json,964,b006cf8c912e87dd7ff3e2d2b32dd612fe3cbc3c80e3302079dd0f132e028d39,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__tree_plus_floating_population_raw_components__fold2.parquet,171775,50bb23f03f2889a01ebb3fc2facc8badd256bf9017e6064ef2b4add123fca399,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__tree_plus_floating_population_raw_components__fold3.json,962,3d23f4644b3b1a0853a7c031bb2530d901ea6d38ab9001384942a6a02379e3bb,frozen_baseline,Stage 0-6 verified artifact,no
reports/stage5/checkpoints_v2/extra_trees__tree_plus_floating_population_raw_components__fold3.parquet,171340,8d8b8d75fe06e27a50cb780877f363ba2ed4b8ecd0002d1a011422da269b939c,frozen_baseline,Stage 0-6 verified artifact,no
